118.00,47.00
304.00,49.00
117.00,28.00
126.00,31.00
333.00,47.00
234.00,26.00
287.00,29.00
70.00,25.00
66.00,32.00
59.00,41.00
286.00,34.00
4.00,41.00
140.00,26.00
54.00,38.00
54.00,42.00
117.00,48.00
229.00,48.00
73.00,26.00
34.00,30.00
116.00,44.00
34.00,32.00
262.00,37.00
31.00,21.00
331.00,49.00
185.00,48.00
239.00,21.00
95.00,39.00
273.00,40.00
27.00,42.00
86.00,28.00
222.00,21.00
96.00,23.00
200.00,34.00
336.00,30.00
282.00,48.00
227.00,30.00
320.00,29.00
332.00,50.00
117.00,22.00
276.00,38.00
318.00,36.00
120.00,28.00
278.00,39.00
137.00,41.00
212.00,36.00
334.00,38.00
296.00,39.00
290.00,31.00
291.00,31.00
130.00,42.00
244.00,24.00
84.00,44.00
264.00,24.00
277.00,23.00
349.00,42.00
175.00,41.00
19.00,45.00
360.00,22.00
276.00,49.00
222.00,28.00
16.00,21.00
269.00,47.00
114.00,27.00
81.00,28.00
166.00,21.00
99.00,43.00
97.00,28.00
112.00,24.00
280.00,45.00
278.00,45.00
119.00,41.00
169.00,40.00
352.00,32.00
195.00,39.00
271.00,21.00
173.00,49.00
320.00,42.00
343.00,40.00
164.00,44.00
113.00,48.00
16.00,31.00
83.00,33.00
309.00,39.00
302.00,29.00
48.00,43.00
142.00,43.00
16.00,36.00
278.00,48.00
72.00,40.00
289.00,30.00
313.00,46.00
12.00,37.00
10.00,27.00
75.00,32.00
31.00,40.00
133.00,22.00
177.00,33.00
307.00,50.00
74.00,36.00
119.00,27.00
328.00,37.00
358.00,25.00
264.00,33.00
203.00,41.00
274.00,43.00
120.00,23.00
264.00,23.00
111.00,24.00
56.00,31.00
160.00,50.00
70.00,48.00
355.00,24.00
307.00,39.00
30.00,36.00
178.00,39.00
102.00,35.00
182.00,23.00
81.00,31.00
113.00,34.00
346.00,49.00
38.00,36.00
136.00,46.00
73.00,40.00
113.00,21.00
253.00,38.00
26.00,49.00
192.00,32.00
221.00,27.00
52.00,31.00
202.00,41.00
114.00,35.00
85.00,44.00
140.00,32.00
130.00,50.00
194.00,44.00
282.00,47.00
349.00,46.00
172.00,41.00
173.00,44.00
18.00,46.00
97.00,40.00
121.00,47.00
277.00,31.00
33.00,32.00
117.00,34.00
266.00,48.00
160.00,48.00
185.00,41.00
28.00,42.00
109.00,30.00
44.00,42.00
296.00,32.00
26.00,45.00
88.00,41.00
294.00,26.00
148.00,45.00
35.00,37.00
131.00,25.00
299.00,24.00
79.00,40.00
245.00,50.00
116.00,35.00
243.00,33.00
136.00,48.00
359.00,38.00
183.00,32.00
354.00,41.00
312.00,40.00
353.00,37.00
113.00,48.00
195.00,27.00
144.00,40.00
205.00,22.00
261.00,40.00
40.00,35.00
228.00,43.00
197.00,38.00
184.00,23.00
166.00,32.00
107.00,33.00
32.00,33.00
94.00,38.00
282.00,31.00
10.00,50.00
348.00,30.00
137.00,21.00
77.00,39.00
125.00,25.00
324.00,49.00
215.00,34.00
300.00,46.00
242.00,43.00
297.00,41.00
56.00,34.00
105.00,26.00
216.00,39.00
48.00,41.00
314.00,28.00
316.00,29.00
70.00,21.00
4.00,41.00
295.00,29.00
24.00,41.00
255.00,49.00
226.00,37.00
60.00,24.00
253.00,28.00
181.00,35.00
346.00,39.00
194.00,46.00
120.00,38.00
182.00,36.00
326.00,26.00
69.00,22.00
333.00,42.00
344.00,43.00
68.00,26.00
42.00,25.00
166.00,27.00
288.00,21.00
239.00,27.00
220.00,22.00
85.00,28.00
224.00,22.00
176.00,39.00
27.00,39.00
249.00,23.00
233.00,26.00
88.00,44.00
132.00,45.00
319.00,23.00
210.00,41.00
255.00,36.00
315.00,49.00
150.00,27.00
102.00,22.00
223.00,36.00
334.00,41.00
149.00,47.00
194.00,43.00
118.00,29.00
158.00,50.00
84.00,42.00
19.00,35.00
260.00,44.00
230.00,34.00
57.00,45.00
59.00,33.00
184.00,40.00
117.00,25.00
202.00,42.00
251.00,21.00
267.00,49.00
46.00,45.00
120.00,24.00
250.00,47.00
101.00,33.00
25.00,26.00
98.00,46.00
73.00,25.00
101.00,49.00
122.00,33.00
300.00,31.00
165.00,39.00
239.00,47.00
325.00,26.00
208.00,28.00
155.00,50.00
141.00,38.00
301.00,24.00
203.00,31.00
110.00,34.00
289.00,21.00
74.00,22.00
293.00,41.00
219.00,27.00
166.00,45.00
224.00,32.00
333.00,43.00
126.00,34.00
16.00,25.00
318.00,30.00
52.00,21.00
158.00,25.00
215.00,25.00
67.00,36.00
299.00,24.00
132.00,25.00
243.00,39.00
142.00,29.00
159.00,32.00
4.00,45.00
205.00,28.00
125.00,30.00
10.00,46.00
187.00,42.00
296.00,45.00
314.00,23.00
98.00,28.00
261.00,27.00
172.00,47.00
209.00,39.00
122.00,32.00
207.00,38.00
320.00,44.00
261.00,47.00
202.00,26.00
304.00,33.00
228.00,30.00
267.00,21.00
156.00,34.00
310.00,40.00
145.00,33.00
236.00,34.00
340.00,44.00
294.00,25.00
357.00,35.00
51.00,31.00
105.00,31.00
117.00,24.00
281.00,46.00
229.00,31.00
31.00,33.00
148.00,44.00
49.00,31.00
118.00,42.00
152.00,42.00
200.00,36.00
238.00,26.00
333.00,38.00
35.00,21.00
191.00,38.00
40.00,34.00
298.00,21.00
50.00,33.00
218.00,26.00
214.00,43.00
241.00,35.00
62.00,42.00
10.00,30.00
306.00,43.00
73.00,40.00
296.00,41.00
106.00,46.00
208.00,35.00
20.00,50.00
354.00,45.00
262.00,50.00
229.00,21.00
40.00,40.00
347.00,39.00
221.00,48.00
121.00,48.00
55.00,42.00
291.00,21.00
36.00,48.00
45.00,44.00
120.00,33.00
230.00,45.00
99.00,40.00
171.00,44.00
299.00,38.00
8.00,24.00
71.00,25.00
238.00,35.00
197.00,41.00
290.00,24.00
144.00,36.00
129.00,35.00
212.00,36.00
303.00,49.00
222.00,45.00
19.00,29.00
196.00,46.00
51.00,50.00
10.00,21.00
342.00,46.00
64.00,46.00
106.00,39.00
140.00,25.00
235.00,39.00
190.00,30.00
40.00,36.00
141.00,32.00
82.00,29.00
163.00,46.00
73.00,46.00
175.00,27.00
345.00,34.00
49.00,49.00
198.00,28.00
74.00,29.00
36.00,25.00
190.00,41.00
227.00,36.00
106.00,25.00
164.00,31.00
334.00,21.00
314.00,45.00
221.00,23.00
259.00,33.00
225.00,28.00
56.00,50.00
321.00,39.00
206.00,38.00
353.00,29.00
261.00,49.00
24.00,43.00
198.00,46.00
218.00,47.00
190.00,41.00
186.00,38.00
289.00,48.00
23.00,45.00
217.00,44.00
74.00,44.00
148.00,30.00
345.00,39.00
122.00,35.00
285.00,49.00
107.00,43.00
113.00,34.00
127.00,23.00
206.00,43.00
41.00,43.00
225.00,23.00
354.00,23.00
62.00,42.00
72.00,38.00
171.00,22.00
29.00,32.00
321.00,49.00
232.00,44.00
313.00,45.00
280.00,49.00
346.00,46.00
108.00,47.00
274.00,23.00
303.00,22.00
352.00,49.00
40.00,44.00
271.00,32.00
62.00,45.00
69.00,30.00
248.00,31.00
70.00,30.00
235.00,28.00
225.00,28.00
299.00,47.00
6.00,41.00
300.00,29.00
178.00,38.00
305.00,31.00
37.00,45.00
272.00,46.00
24.00,50.00
233.00,35.00
32.00,24.00
205.00,44.00
124.00,41.00
199.00,50.00
114.00,41.00
290.00,26.00
10.00,45.00
206.00,48.00
96.00,38.00
116.00,35.00
84.00,33.00
295.00,45.00
259.00,37.00
234.00,32.00
25.00,37.00
311.00,44.00
327.00,38.00
42.00,43.00
324.00,50.00
336.00,37.00
163.00,24.00
127.00,50.00
66.00,40.00
138.00,43.00
142.00,22.00
193.00,28.00
322.00,22.00
286.00,22.00
64.00,24.00
175.00,22.00
233.00,35.00
76.00,29.00
44.00,46.00
203.00,36.00
62.00,39.00
192.00,42.00
92.00,27.00
146.00,50.00
359.00,35.00
83.00,35.00
69.00,21.00
267.00,50.00
126.00,21.00
79.00,40.00
198.00,48.00
144.00,37.00
278.00,44.00
123.00,49.00
317.00,43.00
224.00,39.00
327.00,35.00
165.00,42.00
225.00,39.00
321.00,35.00
107.00,25.00
333.00,48.00
132.00,38.00
36.00,32.00
11.00,34.00
17.00,44.00
218.00,43.00
273.00,39.00
143.00,45.00
126.00,24.00
39.00,38.00
29.00,31.00
171.00,32.00
318.00,50.00
24.00,33.00
345.00,46.00
119.00,46.00
35.00,46.00
222.00,27.00
155.00,48.00
216.00,46.00
357.00,23.00
252.00,28.00
105.00,45.00
287.00,31.00
298.00,23.00
328.00,32.00
206.00,36.00
218.00,46.00
35.00,32.00
239.00,43.00
9.00,33.00
96.00,36.00
341.00,31.00
23.00,21.00
68.00,30.00
317.00,30.00
345.00,50.00
271.00,40.00
191.00,47.00
74.00,29.00
223.00,36.00
90.00,28.00
15.00,47.00
192.00,29.00
310.00,41.00
190.00,40.00
173.00,46.00
227.00,26.00
137.00,22.00
36.00,27.00
47.00,47.00
171.00,47.00
307.00,29.00
247.00,29.00
107.00,35.00
0.00,43.00
355.00,30.00
303.00,42.00
27.00,34.00
255.00,38.00
323.00,42.00
264.00,27.00
96.00,25.00
64.00,44.00
71.00,42.00
359.00,26.00
73.00,27.00
358.00,35.00
319.00,46.00
48.00,49.00
109.00,37.00
286.00,45.00
292.00,38.00
169.00,46.00
115.00,42.00
253.00,27.00
295.00,29.00
132.00,39.00
186.00,28.00
223.00,39.00
16.00,29.00
316.00,46.00
216.00,31.00
219.00,22.00
